Quality_flag,Bias-start_1,Bias-start_2,Bias-start_3,Bias-start-rationale,Disc-start_1,Disc-start_2,Disc-start_3,Disc-start_4,Disc-start_5,Disc-start_6,Disc-start-rationale,IndFair-1,IndFair-2,IndFair-3,IndFair-4,IndFair-5,IndFair-6,IndFair-7,IndFair-8,IndFair-9,Disc-end_1,Disc-end_2,Disc-end_3,Disc-end_4,Disc-end_5,Disc-end_6,Disc-end-rationale,Bias-end_1,Bias-end_2,Bias-end_3,Bias-end_4,Bias-end-rationale,Percv-work_1,Percv-work_2,Percv-work_3,Percv-work_4,Percv-work_5,Percv-work_6,Percv-work-rationale,Asian_race,Explanation_style,Prolific_Total_approvals,Prolific_Fluent_languages,Prolific_Age,Prolific_Sex,Prolific_Ethnicity_simplified,Prolific_Country_of_birth,Prolific_Country_of_residence,Prolific_Nationality,Prolific_Language,Prolific_Student_status,Prolific_Employment_status,Timer1_Page Submit,Predict1,Rationale1,Timer2_Page Submit,Predict2,Rationale2,Timer3_Page Submit,Predict3,Rationale3,Timer4_Page Submit,Predict4,Rationale4,Timer5_Page Submit,Predict5,Rationale5,Timer6_Page Submit,Predict6,Rationale6,Attention,Attention-ration,Timer7_Page Submit,Predict7,Rationale7,Timer8_Page Submit,Predict8,Rationale8,Timer9_Page Submit,Predict9,Rationale9,Timer10_Page Submit,Predict10,Rationale10,Timer11_Page Submit,Predict11,Rationale11,Timer12_Page Submit,Predict12,Rationale12
green,2,4,4,,1,1,1,1,1,1,,7,7,1,1,6,1,1,1,9,1,1,1,1,1,1,,4,4,5,4,,1,1,4,7,6,1,,0,SM,4255,English,55,Male,White,United States,United States,United States,English,No,Full-Time,34.531,1,,12.571,4,,27.763,2,,7.34,4,,10.027,1,,19.118,1,,4,attention,20.796,4,,10.972,4,,8.883,2,,9.176,2,,13.364,1,,24.032,1,
green,1,2,1,I like to not generalize about other countries that I don't know much about,2,2,1,4,4,2,Feeling a little sad and afraid because I am currently stressed with some parts of my life,7,2,1,4,3,1,4,3,5,4,4,5,5,4,4,The tweets all were very negative and make me feel quite sad and afraid for our future,1,1,5,2,,6,3,4,6,7,2,,1,SM,1134,"Dutch, English",26,Female,Asian,Netherlands,United States,United States,Dutch,No,Unemployed (and job seeking),10.771,1,Tweet mentions Donald Trump and is negative overall,17.13,2,"It does sound negative and has to do with Chinese people, but I am not sure what the context is and if it has to do with COVID-19",31.961,2,"Refers to ""chinks"" but does not mention COVID-19",14.284,2,Is hateful but does not refer to Asians directly,5.591,1,"Refers to ""Chinese virus""",10.861,1,Refers to Chinese dogs and the corona virus,4,attention,13.608,1,,5.534,1,,4.804,1,Mentions Chinese Virus,6.819,2,,4.656,1,,8.617,2,
green,1,4,2,,2,2,2,2,2,2,,2,6,2,1,6,1,4,3,4,3,2,2,2,2,2,,2,1,5,4,,4,1,1,6,3,1,,0,SM,1300,English,57,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,65.627,1," Calling it the ""Chinese virus""",28.608,2,Accusing China,19.996,2,Using a racist word to describe people,44.682,1,Offensive terms,9.048,1,"Calling it the ""Chinese virus""",25.501,1,Offensive terms,4,attention,47.252,4,Speaks out on behalf of the Chinese people,12.873,1,Blaming China,18.598,1,Putting down the Chinese,14.446,2,Putting down the Chinese ,19.316,1,Offensive terms,18.103,1,Offensive terms
green,1,4,3,,1,1,1,1,1,1,,7,7,1,1,6,1,2,1,9,1,1,1,1,1,1,,4,1,5,5,,2,2,3,4,3,1,,0,SM,3888,English,36,Male,White,United States,United States,United States,English,Yes,Full-Time,15.421,1,It seemed hateful towards asians,10.955,2,I didnt think it was asian hate,10.152,4,I dont think it was hateful ,9.583,2,It was hateful but not towards asians ,5.346,1,It related covid to all asians ,11.009,1,It assumes that Chinese and dogs have much in common,4,attention,7.419,1,Hateful towards asians ,6.267,1,Blamed asians for the covid,6.15,1,Calls asians curse words,7.956,2,doesnt mentions covid but is hateful ,4.007,1,is hateful ,5.064,1,hateful
green,3,2,2,,1,1,1,1,1,1,,5,2,5,1,5,2,4,3,5,2,1,1,1,1,1,,1,2,5,2,,1,1,1,7,1,1,,1,SM,1143,"English, Urdu",21,Male,Asian,India,United States,United States,Urdu,DATA_EXPIRED,DATA_EXPIRED,46.781,1,I think this because it spoke or more specifically named the COVID 19 virus the Chinese virus hinting towards some racist and hateful speech,49.876,1,I think though it doesn't specifically say COVID 19 virus or mention it you can still infer based off of what else is said that they believe that china is the root to all the problems as well as how they have disrupted the world peace meaning causing chaos which they may be referring to the covid 19 virus In that sense.,14.807,2,I think its still hateful because it uses some racial slurs towards Chinese people.,10.761,4,while this speaks about covid19 it doesn't really specifically mention anything about any race more specifically seems to be a joke made on his part,9.823,1,They once again used the term Chinese virus rather then covid 19,116.344,1,The wording and everything made it seem very racist and spoke about the Chinese and the covid virus,4,attention,26.898,4,It seems they're mad at an organization rather then a race,12.419,1,Its speaking about china as a whole rather then just a specific part,5.484,1,I think its targeting asians and putting them down being racist,35.658,2,It speaks about how they dislike and are discriminating against china,21.585,1,Uses slurs and then continues to say or explain how china made the COVID 19,25.745,2,doesn't speak about asians but speaks hateful by cursing people out
green,1,4,4,,4,4,4,5,1,2,,5,6,1,1,3,2,3,3,4,4,3,4,3,1,1,,2,1,5,4,,3,2,2,5,6,3,,1,SM,849,"English, Vietnamese",29,Male,Asian,United States,United States,United States,Vietnamese,DATA_EXPIRED,DATA_EXPIRED,89.079,1,Based on keywords in the tweet.,13.655,2,Nothing covid related but hateful still,24.096,2,Very hateful slurs,18.69,2,Hateful speech,3.084,1,China virus,5.373,1,Asian slurs,4,attention,17.895,2,didn't point out asian related,4.034,4,nothing hateful about it,3.563,1,stereotyping a whole race,4.292,1,pointing out hate from china,9.502,1,point out china once again,34.245,2,nothing racist about it.
green,3,4,2,,1,1,1,1,1,1,,7,7,1,1,6,1,2,1,9,1,1,1,1,1,1,,3,3,5,4,,5,1,2,6,6,1,,0,SM,2876,English,48,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",71.33,1,,38.374,2,,49.3,2,,10.859,4,,8.743,1,,37.286,1,,4,`attention’,41.741,4,,21.599,2,,11.812,1,,7.599,2,,10.981,1,,24.69,4,
green,1,2,4,,1,1,1,1,1,1,currently relaxed,7,5,1,2,6,1,2,2,5,3,3,5,5,3,3,all the tweets were upsetting to see because the hate towards race is a cruel reality,1,1,5,3,,4,2,2,6,4,3,,0,SM,456,"Spanish, English",27,Prefer not to say,Other,United States,United States,United States,Spanish,No,Unemployed (and job seeking),28.407,1,,57.141,1,,13.043,1,,12.9,2,,6.5,1,,15.1,1,,4,attention,29.653,4,,75.713,1,,6.994,1,,28.49,1,,6.755,1,,14.029,1,
green,2,4,3,,1,1,1,1,1,1,,7,7,1,1,6,1,3,3,9,1,1,1,1,1,1,,3,2,5,4,,1,1,1,7,2,1,,0,SM,240,English,21,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,23.719,1,It's being racist while discussing a problem.,10.323,2,,16.11,2,,19.646,4,,19.874,1,,10.749,1,,4,Attention,8.559,4,,4.634,4,,7.207,2,,6.265,2,,12.992,4,,12.064,4,
green,2,4,3,"Apologize to the world for COVID = No, not really
For a lot of human rights abuses = Yeah",1,1,1,1,1,1,,7,7,1,1,6,1,4,3,8,2,2,2,1,1,1,,3,2,5,4,,3,1,4,6,4,2,,0,SM,105,"English, Spanish",25,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED,11.805,1,,14.201,1,,26.106,2,,6.706,4,,3.853,1,,14.401,1,,4,Attention,8.675,4,,8.603,4,,4.607,1,,4.178,2,,4.127,1,,8.292,1,
green,3,3,4,,3,1,1,1,1,1,,7,6,2,1,5,3,4,3,5,1,1,1,1,1,1,,4,3,5,3,,1,1,1,4,3,1,,1,SM,110,"English, Bengali",20,Female,Asian,United States,United States,United States,Bengali,DATA_EXPIRED,DATA_EXPIRED,21.974,1,,14.232,2,,61.63,1,,26.28,4,,2.93,1,,4.795,1,,4,attention,21.931,4,,5.139,1,,4.096,1,,4.128,1,,5.534,1,,7.425,1,
yellow,3,3,2,N/A,3,1,1,1,1,1,N/A,7,7,4,1,1,2,4,2,4,1,1,4,1,1,1,N/A,2,2,5,2,N/A,4,4,3,4,4,3,N/A,1,SM,2299,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,12.321,1,The tweet includes terms refering to Asians in a negative way,6.629,4,The tweet did not refer to a specific group,13.352,2,The tweet did not mention specific Asian hate speech but it is hate speech,6.778,4,the tweet did not refer to a specific group,4.694,1,the tweet refers to a specific group,4.582,1,the tweet refers to a specific group,4,N/A,7.496,1,the tweet refers to a specific group,5.657,1,the tweet refers to a specific group,5.906,1,the tweet refers to a specific group,6.172,1,The tweet acknowledges the presence of hate speech itself,11.94,4,the content is random,5.021,2,the speech is hateful
green,4,3,3,,2,2,2,2,2,2,,7,7,2,1,4,1,4,3,6,2,2,2,2,2,2,,3,4,5,3,,4,3,4,5,4,4,,1,SM,3304,English,23,Female,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),38.716,1,,5.98,1,,6.407,1,,16.327,4,,4.362,1,,18.379,1,,4,attention,29.2,1,,5.788,1,,4.916,1,,5.873,1,,9.774,1,,11.311,1,
green,1,5,5,,1,1,1,1,1,1,,7,7,1,1,6,1,1,1,9,1,1,1,1,1,1,,5,1,5,5,,1,1,1,7,1,1,,0,SM,1648,English,31,Male,White,United States,United States,United States,English,No,Full-Time,12.49,1,,12.416,4,,20.289,2,,8.886,2,,5.846,1,,8.927,1,,4,attention,13.192,1,,6.101,1,,4.036,1,,9.392,2,,5.588,1,,7.823,1,
green,1,5,3,,1,1,1,1,1,1,,7,7,1,1,4,1,1,1,9,1,1,1,1,1,1,,2,1,5,5,,2,1,1,6,4,1,,1,SM,2497,English,27,Male,Asian,United States,United States,United States,English,No,Full-Time,20.465,1,,9.315,4,,8.293,1,,12.403,2,,6.338,4,,13.637,1,,4,attention,13.449,4,,5.219,4,,7.249,1,,6.301,1,,7.105,1,,11.398,1,
green,1,4,3,"I don't think the eating habits of those in China and South Korea typically contain the animals listed as I have had those cuisines before. The CCP seems to tend to keep track of the citizens closely, considering they have a social credit score that are attached to individuals so they must have some way to keep an eye on their citizens. In general, the CCP can have shady business practices and their interactions with Taiwan have typically been quite negative and almost like a bully. There are things that the CCP morally and legally should probably apologize for. ",4,3,2,1,1,4,The previous prompts had a negative connotation to them and therefore made me feel more negative than positive. Some of the feelings listed weren't really brought about by the previous question,7,1,3,1,2,2,4,5,8,4,4,4,3,2,2,"Overall, it did not feel good reading those tweets but they were also not aimed at myself either so I didn't take them personally",4,1,5,4,Most of the ratings stayed pretty similar as I don't think the tweets changed my mind much. The tweets made me think more than the CCP may not have been the most truthful which is why an apology might be appropriate,5,1,2,6,6,4,Some of the tweets were pretty uneducated and there can't be dialogue with the person. It's frustrating to read some of the people's opinions,1,SM,1890,English,28,Male,Asian,United States,United States,United States,English,Yes,Other,42.005,1,,27.489,2,It's shows misled negativity towards China but not necessarily towards Asian individuals or COVID,25.555,1,,38.459,4,It seems almost sarcastic and not aimed towards a particular group of people,10.477,1,,11.824,1,,4,attention,113.124,1,,5.121,1,,6.304,1,,6.832,1,,7.133,1,,31.921,2,
green,2,5,5,,1,1,1,1,1,1,,5,2,2,1,5,1,4,2,5,4,4,4,4,1,4,,4,1,5,4,,5,1,3,6,5,4,,1,SM,1372,English,27,Male,Asian,United States,United States,United States,English,Yes,Full-Time,27.319,1,It is not a virus of the chinese people,17.212,4,"It is refering to Chinese government, not the people of that ethnicity",14.468,1,Highly derogatory and stereotypical ,10.074,4,does not relate to any Asians,6.348,1,again not a virus of chinese people,16.552,4,does not relate to asians,4,attention,11.861,4,"refers to the government, not the actual citizens",12.288,2,"refers to all of china, not just the governement",6.329,1,creates a hateful stereotype of everyday chinese people,6.393,1,hates all things related to china,13.492,2,assumes things made in china are unsanitary,46.901,4,it is too difficult to understand
green,4,3,3,"I agree that the consumption of dogs, cats, and horses may be perceived as unfavorable, particularly within Western culture and my beliefs. As for the CCP, I remain neutral due to the complexity of the issue and my limited knowledge to form an opinion.",1,1,1,1,1,1,I currently don't experience any of those emotions at this time.,7,7,1,5,6,1,4,3,5,1,1,1,1,1,1,I currently don't experience any of those emotions.,3,4,5,3,"
I agree that eating dogs, cats, and horses may be seen as unfavorable, especially in the West. I am neutral about the CCP party as it is a complex issue, and I don't have enough information to form an opinion.",1,1,1,7,1,1,,0,SM,961,English,45,Male,Black,Barbados,United States,United States,English,No,Unemployed (and job seeking),100.308,1,The person called it the Chinese virus,83.155,4,,36.934,2,Used racial slur,50.523,4,,97.981,1,"""We all call it the Chinese virus"" is code word for COVID-19",71.81,4,,4,attention,86.738,2,The comment reference CCP as the cause of the Coronavirus,23.031,1,The comment reference CCP as the cause of the Covid-19 and should pay for what they have done.,26.009,1,#ChineseVirus was mention in the comment,31.501,4,,28.768,1,"Insinuating that if the product is made in China, it could have Covid-19",62.767,4,Referring to the mask being unless
green,4,4,4,,4,4,4,5,5,4,,7,7,1,1,6,1,4,3,3,4,4,4,5,5,2,I;m scared and depressed everyday because I have to make major life changing decisions soon.,2,4,5,4,,4,1,1,5,4,5,,0,SM,2002,English,43,Female,White,United States,United States,United States,English,Yes,Full-Time,51.682,1,Blaming the Chinese for the Corona virus is wrong.,59.888,2,It did not mention the key words but it did place blame on a group of people.,39.509,2,It mentioned discriminatory names but not Asian or Covid,20.539,4,It did not discriminate against Asians.,28.531,1,It mentioned a specific person in relation to Covid.,69.008,1,It used hateful language toward  Asians and Covid,4,attention,36.246,4,It did not use hateful speech,112.866,1,It placed blame for Covid and stated that China needs to pay.,25.058,1,There is decrimatory names toward the Chinese.,30.217,2,It is stating hate towards the large majority of the World.,65.735,4,It does not use discriminatory language towards Asiand or Covid.,26.927,2,It is not directed towards Asian but it contains hateful language.
green,1,3,3,The government of China is horrible. The government of America is horrible. Foreignness and locality neither magically indict nor absolve a political party for/from its actions. ,4,4,4,4,4,4,,2,6,1,1,6,5,4,3,4,3,4,4,4,2,5,"I have mostly felt more negatively about your broken process and fledgling ""AI"" than I have the hate speech I've read today. I was coming here expecting slurs. I was not expecting explicit instructions that the slurs aren't to be defined as hate speech inherently.",3,1,5,3,,4,1,4,6,5,6,,0,SM,433,English,25,Prefer not to say,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,29.528,1,To what degree do you need bigotry explained to you?,13.488,1,These are defonitely conspiracy level tweets ,26.681,2,"This is just regular racism, slur included.",19.483,4,,82.643,4,"This is actual hate speech also, but it doesn't match your silly definition",26.35,1,,4,attention,42.988,1,,6.862,1,,5.052,1,,7.209,4,,5.41,1,,8.193,1,
green,3,3,3,I really don't know much or have an opinion.,3,3,3,3,3,3,I'm neutral,5,2,1,1,4,1,4,2,9,3,3,3,3,3,3,,3,3,5,3,,2,2,2,6,6,4,,1,SM,1187,English,23,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),23.893,1,it includes chinese,11.027,2,,7.416,1,has chinks,7.042,4,,6.121,1,,4.039,1,,4,attention,7.59,4,,4.656,4,,3.657,1,,7.134,2,,3.473,2,,5.084,2,
green,2,3,2,,2,2,2,2,2,2,,7,7,1,1,6,1,4,3,9,4,4,4,3,3,3,,2,2,5,3,,5,2,4,5,5,5,,0,SM,1216,English,56,Female,White,United States,United States,United States,English,No,Part-Time,27.672,1,A Trump supporter likely shares beliefs,14.502,4,Not a lot of strong words,22.591,1,Use of slur,19.548,2,crude,9.808,1,directly stated,34.987,1,directly stated,4,attention,18.374,4,not directed at people,8.942,1,directly stated,30.248,1,directly stated,18.378,1,directly stated,11.606,1,directly stated,21.134,1,badly worded but obvious
green,3,3,3,,1,1,1,1,1,1,,7,7,3,1,3,2,4,3,9,1,1,1,1,1,1,,3,4,5,3,,2,5,1,7,4,2,,1,SM,1039,English,31,Male,Asian,United States,United States,United States,English,No,Full-Time,36.4,1,The word of Chinese in it.,10.758,1,Using the word China in the sentence.,10.709,1,Using the term Chinks is very negative.,12.166,2,The word dick in the sentence made it hateful.,9.021,1,Using the word Chinese in the sentence.,8.024,1,Using the words Chinese dogs.,4,attention,21.313,2,Saying it is not Chinese but ccp made it hateful.,5.078,1,Saying China should pay.,6.536,1,Using the hash tag Chinese virus.,5.831,1,When they use words like Chinese suck dick,9.027,1,using the words of shit in China is very hateful towards Chinese.,13.032,1,the words are very negative and they use wuhan in the sentence.
green,4,4,4,,1,1,1,1,1,1,,7,7,5,6,5,1,5,3,9,1,1,1,1,1,1,,2,4,5,5,,1,1,1,7,5,1,,0,SM,1064,"Arabic, English",72,Male,White,Jordan,United States,United States,Arabic,No,Part-Time,94.433,1,It targeted China explicitly and connected it with the COVID19 virus.,26.268,2,,22.364,2,,53.019,1,,9.187,1,,27.153,1,,4,attention,36.758,1,,19.388,1,,31.872,1,,12.051,1,,37.01,1,,13.991,1,
yellow,2,3,3,,1,1,1,1,1,1,,7,7,3,1,6,1,2,1,9,1,1,1,1,1,1,,2,3,5,3,,3,1,3,6,4,1,,0,SM,899,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,66.746,1,,17.256,4,,8.998,4,,34.343,4,,26.842,1,,10.902,1,,4,,6.708,1,,8.218,1,,8.165,1,,19.764,1,,15.045,1,,14.8,1,
green,1,4,4,"The Chinese Government is known to use technology, for example WeChat as a tool of control for their people. The Chinese government has access and control over private data and restricts outside companies from doing business unless they partner and basically give the CCP access to their data. The CCP has also not been cooperative with the rest of the world in the investigation into Covid19, especially related to the Wuhan lab. The lack of transparency only raises doubt and that the Lab Leak theory may  actually be true.",2,2,1,1,1,1,Today is a promising day with a lot to look forward to. I have family to see and friends to hang out with. I will relax and enjoy myself this weekend.,7,7,1,2,1,1,4,3,9,3,2,2,1,1,1,These tweets are typical online trash that can be ignored. I plan on having a eventful weekend with friends and family to look forward to.,4,1,5,4,"As cited before, the CCP uses technology like WeChat to monitor their people. CCTV with facial recognition is known to be used. Food choice is matter of cultural preference. ",6,2,4,6,7,5,It was sometimes hard to interpret the tweets and determine if it was against the people or if it was general criticism towards CCP  ,1,SM,937,English,42,Male,Asian,"Venezuela, Bolivarian Republic of",United States,United States,English,No,Full-Time,47.456,1,"The tweet cites both Donald Trump and calls it the Chinese Virus, which is not a formal term but a term used by Trump to label the virus as Chinese. The user first called it Corona, and switched to a more derogatory phrase of Chinese Virus. ",26.183,4,This tweet is criticism of China broadly and not about Chinese people rather than the Chinese government.,34.575,2,Tweet uses the derogatory term Chinks referring to Chinese people directly. ,42.16,4,"This tweet uses slang and may be offensive to some but is not targeted at any group of people, maybe just an individual.",41.126,1,This tweet attributes the virus as Chinese when that is not the formal name. This is deliberate way to connect Chinese to the virus. ,101.718,1,This tweet refers to Chinese people as dogs performing a sex act. This would be derogatory and references Coronavirus just to demean Chinese people.   ,4,attention,90.257,1,This tweet refers to CCP as Dirty and Evil which goes beyond simple criticism.  ,31.521,4,This is a criticism of China's policies and actions. ,15.83,1,This refers to Chinese as Losers is derogatory. #ChineseVirus is inflammatory   ,40.385,2,This is derogatory to say China sucks dick. This person admits to being xenophobic which would imply they do not like the people. ,261.754,1,This uses derogatory slang and drops coronavirus deliberately ,35.643,1,tweet implies Wuhan people may not be against the virus.
green,1,4,3,,2,2,2,3,2,2,,5,2,1,1,3,2,4,3,4,2,2,2,3,2,3,,2,1,5,4,,5,3,3,6,5,5,,1,SM,122,"English, Vietnamese",28,Male,Asian,United States,United States,United States,English,Yes,Part-Time,15.999,1,,22.605,2,,13.028,2,,8.613,4,,3.633,1,,5.099,1,,4,attention,23.788,4,,5.812,2,,4.482,2,,6.442,2,,4.357,1,,5.182,1,
green,1,5,4,"China and South Korea do not eat dogs, cats, or horses. That is incredibly racist and uncalled for.",5,5,5,5,5,5,,5,2,3,1,3,2,5,4,6,5,5,5,5,5,5,,5,1,5,5,,5,4,2,7,7,5,,1,SM,1026,English,28,Male,Asian,United States,United States,United States,English,No,Full-Time,10.548,1,,12.375,1,,11.105,1,,7.45,2,,3.918,1,,6.077,1,,4,attention,8.762,2,,2.848,2,,2.291,1,,3.198,1,,4.058,1,,7.056,2,
green,1,3,1,"I'm a vegan, so I don't privilege certain animals (especially dogs or cats over pigs if we want to talk about sentience). All are almost equally bad. The CCP/Xi apologizing thing is silly. CCTV spying may or may not be true, but I'm not sure how different that is than the NSA collecting metadata on everyone.",1,1,1,1,1,1,I'm feeling fine atm.,2,1,5,4,1,2,3,2,9,1,1,1,1,1,1,"Feelings haven't changed, these are just some ignorant tweets",1,1,5,3,"Again, haven't changed on this just because I read some stupid tweets",2,1,2,5,3,2,Mostly felt fine. I think the algo was decently accurate.,1,SM,777,"Chinese, English",36,Male,Asian,China,United States,United States,Chinese,No,Part-Time,28.443,1,"""Chinese virus"" pretty self-explanatory",28.386,1,"heavily implies China is trying to do something to the world with the virus and ""not confessing""",19.258,1,"""Chinks"" ""running away"" implies running away from COVID (assumption here)",16.448,2,"giving one's dick covid could be construed as hateful or a joke, borderline here",4.718,1,Chinese virus,5.501,1,Chinese dogs,4,attention,5.276,1,"ccp virus and a bunch of other crap, lol",3.11,1,"again really obvious, ccpvirus",3.317,1,"#chinesevirus, losers, etc.",16.834,2,"Says 90% of the world including china ""sucks dick""...equal opportunity offender here",4.476,1,"""making this shit in China""",26.059,1,"""wuhan people against the virus"" not sure what that means, but I guess it could imply ""protect"" (in reference to China's stringent lockdowns)"
green,2,5,5,,4,4,4,5,4,2,,7,2,4,4,3,2,4,5,4,5,5,5,5,4,5,,4,5,5,5,,6,1,1,7,5,7,,1,SM,860,"English, Korean",30,Female,Asian,United States,United States,United States,English,No,Full-Time,96.127,1,,26.711,2,,15.314,1,,14.056,2,,9.33,1,,15.092,1,,4,attention,12.988,4,,19.948,2,,5.417,1,,10.245,2,,13.472,1,,10.975,1,
green,3,3,4,,1,1,1,1,1,1,,2,4,1,1,6,1,2,3,6,1,1,1,1,1,1,,2,3,5,3,,1,1,1,7,4,1,,0,SM,438,English,31,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",19.46,1,The tweet made chinese to be the villain because it is one of the conspiracy theories that the chinese created the virus from the lab,15.91,2,"Indirect hate towards Chinese for causing harm, in some way",23.478,4,,10.516,4,,11.568,1,,23.762,1,Inappropriate sexual misconduct and sexual slurs against the Chinese; discriminatory hatred,4,attention,13.977,4,,5.489,1,,8.984,1,,104.326,1,,10.718,1,,17.202,1,I think the tweet used chinese slangs/slurs
green,1,1,1,,1,1,1,1,1,1,,7,7,1,1,6,1,4,4,5,4,1,1,1,1,1,Feeling a bit more negative after reading those,1,1,5,1,,3,1,1,7,3,1,,0,SM,506,English,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",59.362,1,"Calling the virus the ""Chinese"" virus is racist ",42.37,1,Saying that China is swallowing world peace and they never confess is hateful,112.112,1,"""Chinks"" is a derogatory term",156.019,2,Hateful towards the tagged person but no mention of asians,33.026,1,calling COVID the Chinese virus is racist,30.343,1,,4,attention,88.065,1,Still feels hateful for calling out CCP like that,82.036,1,insinuating that COVID is China's fault,16.983,1,Calling Chinese people pussies,14.24,1,Saying that China sucks dick and essentially admitting to Xenophobia,15.401,1,"use of ""nibbas""",75.788,2,Unsure if Asian hate but definitely hateful
green,2,4,4,,1,1,1,1,1,1,,7,1,3,1,2,2,4,4,9,4,3,4,3,2,3,Reading some of that stuff left me with some negative emotions.,3,2,5,4,,5,1,2,6,6,5,,1,SM,649,English,35,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,27.669,1,,30.998,4,,12.149,2,has racists slurs,8.755,4,,14.718,1,,14.12,1,,4,attention,12.559,4,blames a government ,25.565,4,,18.458,1,,18.285,2,,11.676,1,,49.541,1,
green,4,4,3,,1,1,1,1,1,1,,5,2,3,1,3,2,4,3,9,2,2,1,1,1,2,,3,4,5,4,,3,1,2,6,4,2,,1,SM,800,English,37,Male,Asian,United States,United States,United States,English,No,Full-Time,27.268,1,,16.779,1,,128.124,1,"It doesn't mention covid, but is very hateful towards asians",29.862,1,,8.145,1,,8.754,1,,4,attention,13.509,1,,9.228,1,,8.745,1,,7.269,1,,12.376,1,,13.379,1,
green,2,3,3,,1,1,1,1,1,1,,7,7,5,5,5,2,4,5,9,1,1,1,1,1,1,,3,2,5,3,,5,1,2,6,4,2,,1,SM,114,"English, Hindi",51,Female,Asian,India,United States,United States,Hindi,No,DATA_EXPIRED,43.701,1,,18.667,4,,68.92,4,,15.217,4,,13.977,1,,23.821,4,,4,attention ,28.958,4,,24.057,1,,14.973,2,,20.201,4,,19.51,1,,42.14,2,
green,3,2,3,,1,1,1,1,1,1,,7,7,5,5,1,2,4,2,9,4,4,4,4,3,4,,2,4,5,3,,6,1,4,4,7,6,,1,SM,104,"Chinese, English",58,Female,Asian,China,United States,United States,Chinese,No,DATA_EXPIRED,1057.79,1,,137.071,1,,82.214,4,,27.63,1,,11.65,1,,18.41,1,,4,attention,107.813,2,,12.132,1,,36.791,1,,82.477,4,,38.402,1,,32.917,4,
yellow,3,3,3,,2,2,2,1,1,1,,7,7,1,1,6,1,4,4,9,2,1,1,1,1,1,,3,3,1,3,,5,1,1,7,3,1,,0,SM,62,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,30.478,1,,29.591,2,,23.666,4,,22.525,1,,27.135,1,,20.059,1,,4,ATTENTION,41.537,4,,20.685,1,,38.316,1,,15.189,2,,26.761,1,,29.824,2,
green,4,4,4,,4,4,4,5,2,4,I have a lot of things I am trying to deal with right now.,7,1,1,1,1,1,3,1,9,4,4,4,5,2,4,,4,4,5,4,,2,1,1,6,2,1,,1,SM,1413,English,51,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,16.801,2,,36.734,1,"This one was a little tough as in it is not necessarily hateful, but it implies a stereotype of China never confessing to things.",31.679,4,"It uses derogatory wording, but it isn't covid-19 asian related.",15.053,2,,4.604,4,,13.398,2,,4,attention,27.863,4,,4.037,4,,11.841,1,,10.394,2,,9.004,4,,18.089,2,"it mentions virus, but not asian, but it is hateful"
green,2,3,4,,2,2,2,2,1,2,,5,2,3,1,5,1,5,5,4,2,2,2,2,1,2,,4,2,5,3,,3,1,1,7,3,2,,1,SM,5643,English,42,Male,Asian,United States,United States,United States,English,No,Full-Time,49.876,2,,20.611,2,,16.928,2,,20.119,4,,12.225,4,,26.648,1,,4,attention,22.865,4,,9.001,4,,12.301,1,,7.85,2,,25.368,4,,12.147,4,
